COLLECZIP,FIPSCOUNTY,TRAPTYPE,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,POSITIVE,LOGITUDE,LATITUDE,GENUS,WEEK_NEW,COLLECYEAR,CTY_WK_YEA,COLLECSAMP,COLLECDATE,Pool_ID,H1500W32,H1500W33,H1500W34,H1500W35,H1500W36,H1500W37,H1500W38,H1500W39,H1500W40,H3000W31,H3000W32,H3000W33,H3000W34,H3000W35,H3000W36,H3000W37,H3000W38,H3000W39,H3000W40
60005,COOK,GRAVID TRAP,9,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,37,2010,COOK_37_2010,1012,9/16/10,PID000056,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60005,COOK,GRAVID TRAP,40,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,24,2010,COOK_24_2010,102,6/17/10,PID000059,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60005,COOK,GRAVID TRAP,9,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,38,2010,COOK_38_2010,1031,9/21/10,PID000066,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60005,COOK,GRAVID TRAP,53,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,25,2010,COOK_25_2010,120,6/23/10,PID000116,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60005,COOK,GRAVID TRAP,15,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,26,2010,COOK_26_2010,145,6/27/10,PID000168,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60005,COOK,GRAVID TRAP,17,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,26,2010,COOK_26_2010,179,6/30/10,PID000213,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60005,COOK,GRAVID TRAP,17,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,27,2010,COOK_27_2010,208,7/5/10,PID000237,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60005,COOK,GRAVID TRAP,6,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,22,2010,COOK_22_2010,26,5/31/10,PID000274,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60005,COOK,GRAVID TRAP,30,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,27,2010,COOK_27_2010,265,7/6/10,PID000281,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60005,COOK,GRAVID TRAP,19,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,27,2010,COOK_27_2010,266,7/7/10,PID000284,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60005,COOK,GRAVID TRAP,22,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,28,2010,COOK_28_2010,314,7/13/10,PID000322,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60005,COOK,GRAVID TRAP,10,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,29,2010,COOK_29_2010,419,7/20/10,PID000410,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,30,2010,COOK_30_2010,539,7/27/10,PID000482,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60005,COOK,GRAVID TRAP,23,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,24,2010,COOK_24_2010,539,6/13/10,PID000484,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60005,COOK,GRAVID TRAP,44,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,30,2010,COOK_30_2010,540,7/28/10,PID000486,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60005,COOK,GRAVID TRAP,45,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,30,2010,COOK_30_2010,568,7/29/10,PID000503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60005,COOK,GRAVID TRAP,46,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,30,2010,COOK_30_2010,569,7/29/10,PID000505,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60005,COOK,GRAVID TRAP,26,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,31,2010,COOK_31_2010,574,8/1/10,PID000511,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60005,COOK,GRAVID TRAP,44,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,31,2010,COOK_31_2010,601,8/2/10,PID000532,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60005,COOK,GRAVID TRAP,22,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,31,2010,COOK_31_2010,602,8/3/10,PID000533,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60005,COOK,GRAVID TRAP,4,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,31,2010,COOK_31_2010,632,8/4/10,PID000560,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60005,COOK,GRAVID TRAP,26,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,32,2010,COOK_32_2010,651,8/8/10,PID000580,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60005,COOK,GRAVID TRAP,24,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,32,2010,COOK_32_2010,700,8/10/10,PID000632,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60005,COOK,GRAVID TRAP,13,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,32,2010,COOK_32_2010,719,8/11/10,PID000641,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60005,COOK,GRAVID TRAP,45,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,24,2010,COOK_24_2010,74,6/16/10,PID000658,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60005,COOK,GRAVID TRAP,17,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,33,2010,COOK_33_2010,741,8/15/10,PID000661,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60005,COOK,GRAVID TRAP,46,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,24,2010,COOK_24_2010,75,6/16/10,PID000668,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60005,COOK,GRAVID TRAP,23,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,33,2010,COOK_33_2010,804,8/18/10,PID000706,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60005,COOK,GRAVID TRAP,14,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,34,2010,COOK_34_2010,849,8/24/10,PID000733,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60005,COOK,GRAVID TRAP,21,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,35,2010,COOK_35_2010,872,8/29/10,PID000742,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60005,COOK,GRAVID TRAP,14,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,35,2010,COOK_35_2010,938,9/2/10,PID000768,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60005,COOK,GRAVID TRAP,10,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,36,2010,COOK_36_2010,962,9/7/10,PID000783,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60005,COOK,GRAVID TRAP,14,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,37,2010,COOK_37_2010,982,9/12/10,PID000788,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60007,COOK,GRAVID TRAP,10,Female,PCRWNV,POSITIVE,1,-88.04102,42.00442,Culex,38,2010,COOK_38_2010,1020,9/19/10,PID000819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,12,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,38,2010,COOK_38_2010,1021,9/19/10,PID000820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60007,COOK,GRAVID TRAP,8,Female,PCRWNV,NEGATIVE,0,-87.97607,42.02747,Culex,38,2010,COOK_38_2010,1043,9/23/10,PID000836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,33,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,25,2010,COOK_25_2010,108,6/20/10,PID000863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,33,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,25,2010,COOK_25_2010,109,6/20/10,PID000866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60007,COOK,GRAVID TRAP,12,Female,PCRWNV,NEGATIVE,0,-87.97607,42.02747,Culex,25,2010,COOK_25_2010,110,6/20/10,PID000877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,25,2010,COOK_25_2010,126,6/23/10,PID000962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,25,2010,COOK_25_2010,127,6/23/10,PID000965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,24,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,25,2010,COOK_25_2010,128,6/23/10,PID000972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60007,COOK,GRAVID TRAP,40,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,26,2010,COOK_26_2010,153,6/27/10,PID001076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,47,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,26,2010,COOK_26_2010,154,6/27/10,PID001079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,19,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,26,2010,COOK_26_2010,155,6/27/10,PID001081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60007,COOK,GRAVID TRAP,11,Female,PCRWNV,NEGATIVE,0,-87.97607,42.02747,Culex,26,2010,COOK_26_2010,156,6/27/10,PID001085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.04102,42.00442,Culex,26,2010,COOK_26_2010,188,6/28/10,PID001202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,26,2010,COOK_26_2010,189,6/30/10,PID001204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,37,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,26,2010,COOK_26_2010,190,6/28/10,PID001205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60007,COOK,GRAVID TRAP,20,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,26,2010,COOK_26_2010,191,6/30/10,PID001208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60007,COOK,GRAVID TRAP,13,Female,PCRWNV,NEGATIVE,0,-87.97607,42.02747,Culex,26,2010,COOK_26_2010,192,6/30/10,PID001212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,35,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,27,2010,COOK_27_2010,220,7/5/10,PID001251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,25,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,27,2010,COOK_27_2010,221,7/5/10,PID001253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,15,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,26,2010,COOK_26_2010,222,7/1/10,PID001255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60007,COOK,GRAVID TRAP,25,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,27,2010,COOK_27_2010,223,7/5/10,PID001257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60007,COOK,GRAVID TRAP,34,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,27,2010,COOK_27_2010,224,7/5/10,PID001260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60007,COOK,GRAVID TRAP,13,Female,PCRWNV,NEGATIVE,0,-87.97607,42.02747,Culex,26,2010,COOK_26_2010,225,7/1/10,PID001261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,20,Female,PCRWNV,NEGATIVE,0,-87.97607,42.02747,Culex,27,2010,COOK_27_2010,226,7/5/10,PID001262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,20,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,27,2010,COOK_27_2010,249,7/5/10,PID001296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,16,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,27,2010,COOK_27_2010,280,7/6/10,PID001333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,27,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,27,2010,COOK_27_2010,281,7/7/10,PID001334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,27,2010,COOK_27_2010,282,7/6/10,PID001336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,27,2010,COOK_27_2010,283,7/6/10,PID001338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60007,COOK,GRAVID TRAP,38,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,27,2010,COOK_27_2010,284,7/7/10,PID001342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60007,COOK,GRAVID TRAP,32,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,22,2010,COOK_22_2010,31,5/31/10,PID001389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,32,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,22,2010,COOK_22_2010,32,5/31/10,PID001402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60007,COOK,GRAVID TRAP,43,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,28,2010,COOK_28_2010,320,7/12/10,PID001405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,14,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,28,2010,COOK_28_2010,321,7/13/10,PID001409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,28,2010,COOK_28_2010,322,7/13/10,PID001415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,28,2010,COOK_28_2010,323,7/13/10,PID001418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,22,2010,COOK_22_2010,33,5/31/10,PID001426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60007,COOK,GRAVID TRAP,51,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,28,2010,COOK_28_2010,345,7/14/10,PID001449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60007,COOK,GRAVID TRAP,17,Female,PCRWNV,NEGATIVE,0,-87.97607,42.02747,Culex,28,2010,COOK_28_2010,346,7/14/10,PID001451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,25,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,29,2010,COOK_29_2010,375,7/18/10,PID001506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,47,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,28,2010,COOK_28_2010,376,7/15/10,PID001510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60007,COOK,GRAVID TRAP,40,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,29,2010,COOK_29_2010,377,7/18/10,PID001512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60007,COOK,GRAVID TRAP,36,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,29,2010,COOK_29_2010,378,7/18/10,PID001514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60007,COOK,GRAVID TRAP,14,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,29,2010,COOK_29_2010,400,7/19/10,PID001549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,21,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,29,2010,COOK_29_2010,401,7/19/10,PID001550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60007,COOK,GRAVID TRAP,11,Female,PCRWNV,POSITIVE,1,-87.97607,42.02747,Culex,29,2010,COOK_29_2010,402,7/19/10,PID001551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,15,Female,PCRWNV,POSITIVE,1,-88.04102,42.00442,Culex,29,2010,COOK_29_2010,425,7/20/10,PID001591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,14,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,29,2010,COOK_29_2010,426,7/20/10,PID001594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60007,COOK,GRAVID TRAP,43,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,22,2010,COOK_22_2010,45,6/3/10,PID001651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,42,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,29,2010,COOK_29_2010,454,7/21/10,PID001658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
